source.level,source.message,dataset,timestamp,$workers.truncated,$workers.event.request.url,$workers.event.request.method,$workers.event.request.path,$workers.outcome,$workers.scriptName,$workers.eventType,$workers.executionModel,$workers.scriptVersion.id,$workers.requestId,$metadata.id,$metadata.requestId,$metadata.trigger,$metadata.service,$metadata.level,$metadata.error,$metadata.message,$metadata.account,$metadata.type,$metadata.fingerprint,$metadata.origin,$metadata.messageTemplate,$metadata.startTime,$metadata.endTime,$metadata.now
error,"Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}
    at OpenAiCompatibleAdapter.chatCompletion (index.js:17974:15)
    at async ModelGateway.chatCompletionInternal (index.js:18811:14)
    at async ModelGateway.callWithRetry (index.js:18789:16)
    at async AgentToolExecutor.analyzeImage (index.js:31260:28)
    at async AgentEngine.runNative (index.js:31958:20)
    at async Object.start (index.js:33382:26)",cloudflare-workers,2026-04-05T09:04:20.852Z,false,https://ossapi.wort.uk/api/ai-chat/chat,POST,/api/ai-chat/chat,ok,ossshelf-api,fetch,stateless,2f596f59-45a7-42b2-b4ad-81959dae1029,9e775fffc8a0d1ca,01KNEE5SGXBGMAYH65HQ8BJ3ES,9e775fffc8a0d1ca,POST /api/ai-chat/chat,ossshelf-api,error,"Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}
    at OpenAiCompatibleAdapter.chatCompletion (index.js:17974:15)
    at async ModelGateway.chatCompletionInternal (index.js:18811:14)
    at async ModelGateway.callWithRetry (index.js:18789:16)
    at async AgentToolExecutor.analyzeImage (index.js:31260:28)
    at async AgentEngine.runNative (index.js:31958:20)
    at async Object.start (index.js:33382:26)","Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}
    at OpenAiCompatibleAdapter.chatCompletion (index.js:17974:15)
    at async ModelGateway.chatCompletionInternal (index.js:18811:14)
    at async ModelGateway.callWithRetry (index.js:18789:16)
    at async AgentToolExecutor.analyzeImage (index.js:31260:28)
    at async AgentEngine.runNative (index.js:31958:20)
    at async Object.start (index.js:33382:26)",2f24288827c6b14fac807324df3a4ac2,cf-worker,a59a48179b4e69d388589f2e7c9dfa37,fetch,"Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}
    at <DOMAIN> (<DOMAIN>:17974:15)
    at async <DOMAIN> (<DOMAIN>:18811:14)
    at async <DOMAIN> (<DOMAIN>:18789:16)
    at async <DOMAIN> (<DOMAIN>:31260:28)
    at async <DOMAIN> (<DOMAIN>:31958:20)
    at async <DOMAIN> (<DOMAIN>:33382:26)",undefined,undefined,undefined
error,"[2026-04-05T09:04:20.852Z] [ERROR] [AgentTool] Vision model failed {""fileId"":""bf7b4a5e-5872-4edb-a150-a9a1330c58a9"",""error"":""OpenAI API error: 400 - {\""error\"":{\""code\"":\""1210\"",\""message\"":\""图片输入格式/解析错误\""}}""} Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}",cloudflare-workers,2026-04-05T09:04:20.852Z,false,https://ossapi.wort.uk/api/ai-chat/chat,POST,/api/ai-chat/chat,ok,ossshelf-api,fetch,stateless,2f596f59-45a7-42b2-b4ad-81959dae1029,9e775fffc8a0d1ca,01KNEE5SGXBGMAYH65HQ8BJ3ER,9e775fffc8a0d1ca,POST /api/ai-chat/chat,ossshelf-api,error,"[2026-04-05T09:04:20.852Z] [ERROR] [AgentTool] Vision model failed {""fileId"":""bf7b4a5e-5872-4edb-a150-a9a1330c58a9"",""error"":""OpenAI API error: 400 - {\""error\"":{\""code\"":\""1210\"",\""message\"":\""图片输入格式/解析错误\""}}""} Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}","[2026-04-05T09:04:20.852Z] [ERROR] [AgentTool] Vision model failed {""fileId"":""bf7b4a5e-5872-4edb-a150-a9a1330c58a9"",""error"":""OpenAI API error: 400 - {\""error\"":{\""code\"":\""1210\"",\""message\"":\""图片输入格式/解析错误\""}}""} Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}",2f24288827c6b14fac807324df3a4ac2,cf-worker,02620562e76e9dece48a64b07b88b561,fetch,"[<DATETIME>] [ERROR] [AgentTool] Vision model failed {""fileId"":""<UUID>"",""error"":""OpenAI API error: 400 - {\""error\"":{\""code\"":\""1210\"",\""message\"":\""图片输入格式/解析错误\""}}""} Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}",undefined,undefined,undefined
error,"Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}
    at OpenAiCompatibleAdapter.chatCompletion (index.js:17974:15)
    at async ModelGateway.chatCompletionInternal (index.js:18811:14)
    at async ModelGateway.callWithRetry (index.js:18789:16)
    at async AgentToolExecutor.analyzeImage (index.js:31260:28)
    at async AgentEngine.runNative (index.js:31958:20)
    at async Object.start (index.js:33382:26)",cloudflare-workers,2026-04-05T09:04:20.852Z,false,https://ossapi.wort.uk/api/ai-chat/chat,POST,/api/ai-chat/chat,ok,ossshelf-api,fetch,stateless,2f596f59-45a7-42b2-b4ad-81959dae1029,9e775fffc8a0d1ca,01KNEE5SGXBGMAYH65HQ8BJ3EQ,9e775fffc8a0d1ca,POST /api/ai-chat/chat,ossshelf-api,error,"Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}
    at OpenAiCompatibleAdapter.chatCompletion (index.js:17974:15)
    at async ModelGateway.chatCompletionInternal (index.js:18811:14)
    at async ModelGateway.callWithRetry (index.js:18789:16)
    at async AgentToolExecutor.analyzeImage (index.js:31260:28)
    at async AgentEngine.runNative (index.js:31958:20)
    at async Object.start (index.js:33382:26)","Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}
    at OpenAiCompatibleAdapter.chatCompletion (index.js:17974:15)
    at async ModelGateway.chatCompletionInternal (index.js:18811:14)
    at async ModelGateway.callWithRetry (index.js:18789:16)
    at async AgentToolExecutor.analyzeImage (index.js:31260:28)
    at async AgentEngine.runNative (index.js:31958:20)
    at async Object.start (index.js:33382:26)",2f24288827c6b14fac807324df3a4ac2,cf-worker,a59a48179b4e69d388589f2e7c9dfa37,fetch,"Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}
    at <DOMAIN> (<DOMAIN>:17974:15)
    at async <DOMAIN> (<DOMAIN>:18811:14)
    at async <DOMAIN> (<DOMAIN>:18789:16)
    at async <DOMAIN> (<DOMAIN>:31260:28)
    at async <DOMAIN> (<DOMAIN>:31958:20)
    at async <DOMAIN> (<DOMAIN>:33382:26)",undefined,undefined,undefined
error,"[2026-04-05T09:04:20.852Z] [ERROR] [AI] OpenAI compatible chat completion failed Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}",cloudflare-workers,2026-04-05T09:04:20.852Z,false,https://ossapi.wort.uk/api/ai-chat/chat,POST,/api/ai-chat/chat,ok,ossshelf-api,fetch,stateless,2f596f59-45a7-42b2-b4ad-81959dae1029,9e775fffc8a0d1ca,01KNEE5SGXBGMAYH65HQ8BJ3EP,9e775fffc8a0d1ca,POST /api/ai-chat/chat,ossshelf-api,error,"[2026-04-05T09:04:20.852Z] [ERROR] [AI] OpenAI compatible chat completion failed Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}","[2026-04-05T09:04:20.852Z] [ERROR] [AI] OpenAI compatible chat completion failed Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}",2f24288827c6b14fac807324df3a4ac2,cf-worker,db7ce244376f41606c593b0765408aab,fetch,"[<DATETIME>] [ERROR] [AI] OpenAI compatible chat completion failed Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}",undefined,undefined,undefined
error,"Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}
    at OpenAiCompatibleAdapter.chatCompletion (index.js:17974:15)
    at async ModelGateway.chatCompletionInternal (index.js:18811:14)
    at async ModelGateway.callWithRetry (index.js:18789:16)
    at async AgentToolExecutor.analyzeImage (index.js:31260:28)
    at async AgentEngine.runNative (index.js:31958:20)
    at async Object.start (index.js:33382:26)",cloudflare-workers,2026-04-05T09:04:17.084Z,false,https://ossapi.wort.uk/api/ai-chat/chat,POST,/api/ai-chat/chat,ok,ossshelf-api,fetch,stateless,2f596f59-45a7-42b2-b4ad-81959dae1029,9e775fffc8a0d1ca,01KNEE5SGXBGMAYH65HQ8BJ3EM,9e775fffc8a0d1ca,POST /api/ai-chat/chat,ossshelf-api,error,"Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}
    at OpenAiCompatibleAdapter.chatCompletion (index.js:17974:15)
    at async ModelGateway.chatCompletionInternal (index.js:18811:14)
    at async ModelGateway.callWithRetry (index.js:18789:16)
    at async AgentToolExecutor.analyzeImage (index.js:31260:28)
    at async AgentEngine.runNative (index.js:31958:20)
    at async Object.start (index.js:33382:26)","Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}
    at OpenAiCompatibleAdapter.chatCompletion (index.js:17974:15)
    at async ModelGateway.chatCompletionInternal (index.js:18811:14)
    at async ModelGateway.callWithRetry (index.js:18789:16)
    at async AgentToolExecutor.analyzeImage (index.js:31260:28)
    at async AgentEngine.runNative (index.js:31958:20)
    at async Object.start (index.js:33382:26)",2f24288827c6b14fac807324df3a4ac2,cf-worker,a59a48179b4e69d388589f2e7c9dfa37,fetch,"Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}
    at <DOMAIN> (<DOMAIN>:17974:15)
    at async <DOMAIN> (<DOMAIN>:18811:14)
    at async <DOMAIN> (<DOMAIN>:18789:16)
    at async <DOMAIN> (<DOMAIN>:31260:28)
    at async <DOMAIN> (<DOMAIN>:31958:20)
    at async <DOMAIN> (<DOMAIN>:33382:26)",undefined,undefined,undefined
error,"[2026-04-05T09:04:17.084Z] [ERROR] [AI] OpenAI compatible chat completion failed Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}",cloudflare-workers,2026-04-05T09:04:17.084Z,false,https://ossapi.wort.uk/api/ai-chat/chat,POST,/api/ai-chat/chat,ok,ossshelf-api,fetch,stateless,2f596f59-45a7-42b2-b4ad-81959dae1029,9e775fffc8a0d1ca,01KNEE5SGXBGMAYH65HQ8BJ3EK,9e775fffc8a0d1ca,POST /api/ai-chat/chat,ossshelf-api,error,"[2026-04-05T09:04:17.084Z] [ERROR] [AI] OpenAI compatible chat completion failed Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}","[2026-04-05T09:04:17.084Z] [ERROR] [AI] OpenAI compatible chat completion failed Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}",2f24288827c6b14fac807324df3a4ac2,cf-worker,08e0db16170f3b5c1e3a7a2d376ac31e,fetch,"[<DATETIME>] [ERROR] [AI] OpenAI compatible chat completion failed Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}",undefined,undefined,undefined
error,"Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}
    at OpenAiCompatibleAdapter.chatCompletion (index.js:17974:15)
    at async ModelGateway.chatCompletionInternal (index.js:18811:14)
    at async ModelGateway.callWithRetry (index.js:18789:16)
    at async AgentToolExecutor.analyzeImage (index.js:31260:28)
    at async AgentEngine.runNative (index.js:31958:20)
    at async Object.start (index.js:33382:26)",cloudflare-workers,2026-04-05T09:04:13.967Z,false,https://ossapi.wort.uk/api/ai-chat/chat,POST,/api/ai-chat/chat,ok,ossshelf-api,fetch,stateless,2f596f59-45a7-42b2-b4ad-81959dae1029,9e775fffc8a0d1ca,01KNEE5SGXBGMAYH65HQ8BJ3EH,9e775fffc8a0d1ca,POST /api/ai-chat/chat,ossshelf-api,error,"Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}
    at OpenAiCompatibleAdapter.chatCompletion (index.js:17974:15)
    at async ModelGateway.chatCompletionInternal (index.js:18811:14)
    at async ModelGateway.callWithRetry (index.js:18789:16)
    at async AgentToolExecutor.analyzeImage (index.js:31260:28)
    at async AgentEngine.runNative (index.js:31958:20)
    at async Object.start (index.js:33382:26)","Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}
    at OpenAiCompatibleAdapter.chatCompletion (index.js:17974:15)
    at async ModelGateway.chatCompletionInternal (index.js:18811:14)
    at async ModelGateway.callWithRetry (index.js:18789:16)
    at async AgentToolExecutor.analyzeImage (index.js:31260:28)
    at async AgentEngine.runNative (index.js:31958:20)
    at async Object.start (index.js:33382:26)",2f24288827c6b14fac807324df3a4ac2,cf-worker,a59a48179b4e69d388589f2e7c9dfa37,fetch,"Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}
    at <DOMAIN> (<DOMAIN>:17974:15)
    at async <DOMAIN> (<DOMAIN>:18811:14)
    at async <DOMAIN> (<DOMAIN>:18789:16)
    at async <DOMAIN> (<DOMAIN>:31260:28)
    at async <DOMAIN> (<DOMAIN>:31958:20)
    at async <DOMAIN> (<DOMAIN>:33382:26)",undefined,undefined,undefined
error,"[2026-04-05T09:04:13.967Z] [ERROR] [AI] OpenAI compatible chat completion failed Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}",cloudflare-workers,2026-04-05T09:04:13.967Z,false,https://ossapi.wort.uk/api/ai-chat/chat,POST,/api/ai-chat/chat,ok,ossshelf-api,fetch,stateless,2f596f59-45a7-42b2-b4ad-81959dae1029,9e775fffc8a0d1ca,01KNEE5SGXBGMAYH65HQ8BJ3EG,9e775fffc8a0d1ca,POST /api/ai-chat/chat,ossshelf-api,error,"[2026-04-05T09:04:13.967Z] [ERROR] [AI] OpenAI compatible chat completion failed Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}","[2026-04-05T09:04:13.967Z] [ERROR] [AI] OpenAI compatible chat completion failed Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}",2f24288827c6b14fac807324df3a4ac2,cf-worker,f1d87106c999bcb98d6b174a7be37bf3,fetch,"[<DATETIME>] [ERROR] [AI] OpenAI compatible chat completion failed Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}",undefined,undefined,undefined
error,"Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}
    at OpenAiCompatibleAdapter.chatCompletion (index.js:17974:15)
    at async ModelGateway.chatCompletionInternal (index.js:18811:14)
    at async ModelGateway.callWithRetry (index.js:18789:16)
    at async AgentToolExecutor.analyzeImage (index.js:31260:28)
    at async AgentEngine.runNative (index.js:31958:20)
    at async Object.start (index.js:33382:26)",cloudflare-workers,2026-04-05T09:04:01.466Z,false,https://ossapi.wort.uk/api/ai-chat/chat,POST,/api/ai-chat/chat,ok,ossshelf-api,fetch,stateless,2f596f59-45a7-42b2-b4ad-81959dae1029,9e775fffc8a0d1ca,01KNEE5SGXBGMAYH65HQ8BJ3EE,9e775fffc8a0d1ca,POST /api/ai-chat/chat,ossshelf-api,error,"Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}
    at OpenAiCompatibleAdapter.chatCompletion (index.js:17974:15)
    at async ModelGateway.chatCompletionInternal (index.js:18811:14)
    at async ModelGateway.callWithRetry (index.js:18789:16)
    at async AgentToolExecutor.analyzeImage (index.js:31260:28)
    at async AgentEngine.runNative (index.js:31958:20)
    at async Object.start (index.js:33382:26)","Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}
    at OpenAiCompatibleAdapter.chatCompletion (index.js:17974:15)
    at async ModelGateway.chatCompletionInternal (index.js:18811:14)
    at async ModelGateway.callWithRetry (index.js:18789:16)
    at async AgentToolExecutor.analyzeImage (index.js:31260:28)
    at async AgentEngine.runNative (index.js:31958:20)
    at async Object.start (index.js:33382:26)",2f24288827c6b14fac807324df3a4ac2,cf-worker,a59a48179b4e69d388589f2e7c9dfa37,fetch,"Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}
    at <DOMAIN> (<DOMAIN>:17974:15)
    at async <DOMAIN> (<DOMAIN>:18811:14)
    at async <DOMAIN> (<DOMAIN>:18789:16)
    at async <DOMAIN> (<DOMAIN>:31260:28)
    at async <DOMAIN> (<DOMAIN>:31958:20)
    at async <DOMAIN> (<DOMAIN>:33382:26)",undefined,undefined,undefined
error,"[2026-04-05T09:04:01.466Z] [ERROR] [AgentTool] Vision model failed {""fileId"":""453973e2-5467-421c-be61-531803e826e8"",""error"":""OpenAI API error: 400 - {\""error\"":{\""code\"":\""1210\"",\""message\"":\""图片输入格式/解析错误\""}}""} Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}",cloudflare-workers,2026-04-05T09:04:01.466Z,false,https://ossapi.wort.uk/api/ai-chat/chat,POST,/api/ai-chat/chat,ok,ossshelf-api,fetch,stateless,2f596f59-45a7-42b2-b4ad-81959dae1029,9e775fffc8a0d1ca,01KNEE5SGXBGMAYH65HQ8BJ3ED,9e775fffc8a0d1ca,POST /api/ai-chat/chat,ossshelf-api,error,"[2026-04-05T09:04:01.466Z] [ERROR] [AgentTool] Vision model failed {""fileId"":""453973e2-5467-421c-be61-531803e826e8"",""error"":""OpenAI API error: 400 - {\""error\"":{\""code\"":\""1210\"",\""message\"":\""图片输入格式/解析错误\""}}""} Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}","[2026-04-05T09:04:01.466Z] [ERROR] [AgentTool] Vision model failed {""fileId"":""453973e2-5467-421c-be61-531803e826e8"",""error"":""OpenAI API error: 400 - {\""error\"":{\""code\"":\""1210\"",\""message\"":\""图片输入格式/解析错误\""}}""} Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}",2f24288827c6b14fac807324df3a4ac2,cf-worker,d809337652fd75412dd10929b3a502b3,fetch,"[<DATETIME>] [ERROR] [AgentTool] Vision model failed {""fileId"":""<UUID>"",""error"":""OpenAI API error: 400 - {\""error\"":{\""code\"":\""1210\"",\""message\"":\""图片输入格式/解析错误\""}}""} Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""图片输入格式/解析错误""}}",undefined,undefined,undefined
