source.level,source.message,dataset,timestamp,$workers.truncated,$workers.event.request.url,$workers.event.request.method,$workers.event.request.path,$workers.outcome,$workers.scriptName,$workers.eventType,$workers.executionModel,$workers.scriptVersion.id,$workers.requestId,$metadata.id,$metadata.requestId,$metadata.trigger,$metadata.service,$metadata.level,$metadata.error,$metadata.message,$metadata.account,$metadata.type,$metadata.fingerprint,$metadata.origin,$metadata.messageTemplate,$metadata.startTime,$metadata.endTime,$metadata.now
error,"Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}
    at OpenAiCompatibleAdapter.chatCompletion (index.js:17974:15)
    at async ModelGateway.chatCompletionInternal (index.js:18801:14)
    at async ModelGateway.callWithRetry (index.js:18779:16)
    at async AgentToolExecutor.analyzeImage (index.js:31227:28)
    at async AgentEngine.runNative (index.js:31921:20)
    at async Object.start (index.js:33348:26)",cloudflare-workers,2026-04-05T07:48:30.260Z,false,https://ossapi.wort.uk/api/ai-chat/chat,POST,/api/ai-chat/chat,ok,ossshelf-api,fetch,stateless,4dbe32d8-4bb3-47be-8db0-8600074fa2b7,9e76f2a87cecd4b2,01KNE9TVGVBYCBWME69AY3TVM5,9e76f2a87cecd4b2,POST /api/ai-chat/chat,ossshelf-api,error,"Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}
    at OpenAiCompatibleAdapter.chatCompletion (index.js:17974:15)
    at async ModelGateway.chatCompletionInternal (index.js:18801:14)
    at async ModelGateway.callWithRetry (index.js:18779:16)
    at async AgentToolExecutor.analyzeImage (index.js:31227:28)
    at async AgentEngine.runNative (index.js:31921:20)
    at async Object.start (index.js:33348:26)","Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}
    at OpenAiCompatibleAdapter.chatCompletion (index.js:17974:15)
    at async ModelGateway.chatCompletionInternal (index.js:18801:14)
    at async ModelGateway.callWithRetry (index.js:18779:16)
    at async AgentToolExecutor.analyzeImage (index.js:31227:28)
    at async AgentEngine.runNative (index.js:31921:20)
    at async Object.start (index.js:33348:26)",2f24288827c6b14fac807324df3a4ac2,cf-worker,4cad088be4bea5e3ebc0db785eb78eb9,fetch,"Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}
    at <DOMAIN> (<DOMAIN>:17974:15)
    at async <DOMAIN> (<DOMAIN>:18801:14)
    at async <DOMAIN> (<DOMAIN>:18779:16)
    at async <DOMAIN> (<DOMAIN>:31227:28)
    at async <DOMAIN> (<DOMAIN>:31921:20)
    at async <DOMAIN> (<DOMAIN>:33348:26)",undefined,undefined,undefined
error,"[2026-04-05T07:48:30.260Z] [ERROR] [AgentTool] Vision model failed {""fileId"":""7777bf18-997c-44e1-8f60-26cab97e1420""} Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}",cloudflare-workers,2026-04-05T07:48:30.260Z,false,https://ossapi.wort.uk/api/ai-chat/chat,POST,/api/ai-chat/chat,ok,ossshelf-api,fetch,stateless,4dbe32d8-4bb3-47be-8db0-8600074fa2b7,9e76f2a87cecd4b2,01KNE9TVGVBYCBWME69AY3TVM4,9e76f2a87cecd4b2,POST /api/ai-chat/chat,ossshelf-api,error,"[2026-04-05T07:48:30.260Z] [ERROR] [AgentTool] Vision model failed {""fileId"":""7777bf18-997c-44e1-8f60-26cab97e1420""} Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}","[2026-04-05T07:48:30.260Z] [ERROR] [AgentTool] Vision model failed {""fileId"":""7777bf18-997c-44e1-8f60-26cab97e1420""} Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}",2f24288827c6b14fac807324df3a4ac2,cf-worker,1939e35266b3d1dc16401dad7a2b8f33,fetch,"[<DATETIME>] [ERROR] [<*>] <*> <*> <*> {""<*>"":""<UUID>""} Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}",undefined,undefined,undefined
error,"Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}
    at OpenAiCompatibleAdapter.chatCompletion (index.js:17974:15)
    at async ModelGateway.chatCompletionInternal (index.js:18801:14)
    at async ModelGateway.callWithRetry (index.js:18779:16)
    at async AgentToolExecutor.analyzeImage (index.js:31227:28)
    at async AgentEngine.runNative (index.js:31921:20)
    at async Object.start (index.js:33348:26)",cloudflare-workers,2026-04-05T07:48:30.260Z,false,https://ossapi.wort.uk/api/ai-chat/chat,POST,/api/ai-chat/chat,ok,ossshelf-api,fetch,stateless,4dbe32d8-4bb3-47be-8db0-8600074fa2b7,9e76f2a87cecd4b2,01KNE9TVGVBYCBWME69AY3TVM3,9e76f2a87cecd4b2,POST /api/ai-chat/chat,ossshelf-api,error,"Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}
    at OpenAiCompatibleAdapter.chatCompletion (index.js:17974:15)
    at async ModelGateway.chatCompletionInternal (index.js:18801:14)
    at async ModelGateway.callWithRetry (index.js:18779:16)
    at async AgentToolExecutor.analyzeImage (index.js:31227:28)
    at async AgentEngine.runNative (index.js:31921:20)
    at async Object.start (index.js:33348:26)","Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}
    at OpenAiCompatibleAdapter.chatCompletion (index.js:17974:15)
    at async ModelGateway.chatCompletionInternal (index.js:18801:14)
    at async ModelGateway.callWithRetry (index.js:18779:16)
    at async AgentToolExecutor.analyzeImage (index.js:31227:28)
    at async AgentEngine.runNative (index.js:31921:20)
    at async Object.start (index.js:33348:26)",2f24288827c6b14fac807324df3a4ac2,cf-worker,4cad088be4bea5e3ebc0db785eb78eb9,fetch,"Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}
    at <DOMAIN> (<DOMAIN>:17974:15)
    at async <DOMAIN> (<DOMAIN>:18801:14)
    at async <DOMAIN> (<DOMAIN>:18779:16)
    at async <DOMAIN> (<DOMAIN>:31227:28)
    at async <DOMAIN> (<DOMAIN>:31921:20)
    at async <DOMAIN> (<DOMAIN>:33348:26)",undefined,undefined,undefined
error,"[2026-04-05T07:48:30.260Z] [ERROR] [AI] OpenAI compatible chat completion failed Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}",cloudflare-workers,2026-04-05T07:48:30.260Z,false,https://ossapi.wort.uk/api/ai-chat/chat,POST,/api/ai-chat/chat,ok,ossshelf-api,fetch,stateless,4dbe32d8-4bb3-47be-8db0-8600074fa2b7,9e76f2a87cecd4b2,01KNE9TVGVBYCBWME69AY3TVM2,9e76f2a87cecd4b2,POST /api/ai-chat/chat,ossshelf-api,error,"[2026-04-05T07:48:30.260Z] [ERROR] [AI] OpenAI compatible chat completion failed Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}","[2026-04-05T07:48:30.260Z] [ERROR] [AI] OpenAI compatible chat completion failed Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}",2f24288827c6b14fac807324df3a4ac2,cf-worker,578ce2d6441b32f14625a883f92e3686,fetch,"[<DATETIME>] [ERROR] [<*>] <*> <*> <*> <*> <*> Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}",undefined,undefined,undefined
error,"Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}
    at OpenAiCompatibleAdapter.chatCompletion (index.js:17974:15)
    at async ModelGateway.chatCompletionInternal (index.js:18801:14)
    at async ModelGateway.callWithRetry (index.js:18779:16)
    at async AgentToolExecutor.analyzeImage (index.js:31227:28)
    at async AgentEngine.runNative (index.js:31921:20)
    at async Object.start (index.js:33348:26)",cloudflare-workers,2026-04-05T07:48:28.793Z,false,https://ossapi.wort.uk/api/ai-chat/chat,POST,/api/ai-chat/chat,ok,ossshelf-api,fetch,stateless,4dbe32d8-4bb3-47be-8db0-8600074fa2b7,9e76f2a87cecd4b2,01KNE9TVGVBYCBWME69AY3TVM0,9e76f2a87cecd4b2,POST /api/ai-chat/chat,ossshelf-api,error,"Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}
    at OpenAiCompatibleAdapter.chatCompletion (index.js:17974:15)
    at async ModelGateway.chatCompletionInternal (index.js:18801:14)
    at async ModelGateway.callWithRetry (index.js:18779:16)
    at async AgentToolExecutor.analyzeImage (index.js:31227:28)
    at async AgentEngine.runNative (index.js:31921:20)
    at async Object.start (index.js:33348:26)","Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}
    at OpenAiCompatibleAdapter.chatCompletion (index.js:17974:15)
    at async ModelGateway.chatCompletionInternal (index.js:18801:14)
    at async ModelGateway.callWithRetry (index.js:18779:16)
    at async AgentToolExecutor.analyzeImage (index.js:31227:28)
    at async AgentEngine.runNative (index.js:31921:20)
    at async Object.start (index.js:33348:26)",2f24288827c6b14fac807324df3a4ac2,cf-worker,4cad088be4bea5e3ebc0db785eb78eb9,fetch,"Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}
    at <DOMAIN> (<DOMAIN>:17974:15)
    at async <DOMAIN> (<DOMAIN>:18801:14)
    at async <DOMAIN> (<DOMAIN>:18779:16)
    at async <DOMAIN> (<DOMAIN>:31227:28)
    at async <DOMAIN> (<DOMAIN>:31921:20)
    at async <DOMAIN> (<DOMAIN>:33348:26)",undefined,undefined,undefined
error,"[2026-04-05T07:48:28.793Z] [ERROR] [AI] OpenAI compatible chat completion failed Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}",cloudflare-workers,2026-04-05T07:48:28.793Z,false,https://ossapi.wort.uk/api/ai-chat/chat,POST,/api/ai-chat/chat,ok,ossshelf-api,fetch,stateless,4dbe32d8-4bb3-47be-8db0-8600074fa2b7,9e76f2a87cecd4b2,01KNE9TVGVBYCBWME69AY3TVKZ,9e76f2a87cecd4b2,POST /api/ai-chat/chat,ossshelf-api,error,"[2026-04-05T07:48:28.793Z] [ERROR] [AI] OpenAI compatible chat completion failed Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}","[2026-04-05T07:48:28.793Z] [ERROR] [AI] OpenAI compatible chat completion failed Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}",2f24288827c6b14fac807324df3a4ac2,cf-worker,4842b51638dbc46a7ff6b48e01a3906c,fetch,"[<DATETIME>] [ERROR] [<*>] <*> <*> <*> <*> <*> Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}",undefined,undefined,undefined
error,"Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}
    at OpenAiCompatibleAdapter.chatCompletion (index.js:17974:15)
    at async ModelGateway.chatCompletionInternal (index.js:18801:14)
    at async ModelGateway.callWithRetry (index.js:18779:16)
    at async AgentToolExecutor.analyzeImage (index.js:31227:28)
    at async AgentEngine.runNative (index.js:31921:20)
    at async Object.start (index.js:33348:26)",cloudflare-workers,2026-04-05T07:48:27.814Z,false,https://ossapi.wort.uk/api/ai-chat/chat,POST,/api/ai-chat/chat,ok,ossshelf-api,fetch,stateless,4dbe32d8-4bb3-47be-8db0-8600074fa2b7,9e76f2a87cecd4b2,01KNE9TVGVBYCBWME69AY3TVKX,9e76f2a87cecd4b2,POST /api/ai-chat/chat,ossshelf-api,error,"Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}
    at OpenAiCompatibleAdapter.chatCompletion (index.js:17974:15)
    at async ModelGateway.chatCompletionInternal (index.js:18801:14)
    at async ModelGateway.callWithRetry (index.js:18779:16)
    at async AgentToolExecutor.analyzeImage (index.js:31227:28)
    at async AgentEngine.runNative (index.js:31921:20)
    at async Object.start (index.js:33348:26)","Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}
    at OpenAiCompatibleAdapter.chatCompletion (index.js:17974:15)
    at async ModelGateway.chatCompletionInternal (index.js:18801:14)
    at async ModelGateway.callWithRetry (index.js:18779:16)
    at async AgentToolExecutor.analyzeImage (index.js:31227:28)
    at async AgentEngine.runNative (index.js:31921:20)
    at async Object.start (index.js:33348:26)",2f24288827c6b14fac807324df3a4ac2,cf-worker,4cad088be4bea5e3ebc0db785eb78eb9,fetch,"Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}
    at <DOMAIN> (<DOMAIN>:17974:15)
    at async <DOMAIN> (<DOMAIN>:18801:14)
    at async <DOMAIN> (<DOMAIN>:18779:16)
    at async <DOMAIN> (<DOMAIN>:31227:28)
    at async <DOMAIN> (<DOMAIN>:31921:20)
    at async <DOMAIN> (<DOMAIN>:33348:26)",undefined,undefined,undefined
error,"[2026-04-05T07:48:27.814Z] [ERROR] [AI] OpenAI compatible chat completion failed Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}",cloudflare-workers,2026-04-05T07:48:27.814Z,false,https://ossapi.wort.uk/api/ai-chat/chat,POST,/api/ai-chat/chat,ok,ossshelf-api,fetch,stateless,4dbe32d8-4bb3-47be-8db0-8600074fa2b7,9e76f2a87cecd4b2,01KNE9TVGVBYCBWME69AY3TVKW,9e76f2a87cecd4b2,POST /api/ai-chat/chat,ossshelf-api,error,"[2026-04-05T07:48:27.814Z] [ERROR] [AI] OpenAI compatible chat completion failed Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}","[2026-04-05T07:48:27.814Z] [ERROR] [AI] OpenAI compatible chat completion failed Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}",2f24288827c6b14fac807324df3a4ac2,cf-worker,4929a18cc570357adf5d20cc9f2cc582,fetch,"[<DATETIME>] [ERROR] [<*>] <*> <*> <*> <*> <*> Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}",undefined,undefined,undefined
error,"Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}
    at OpenAiCompatibleAdapter.chatCompletion (index.js:17974:15)
    at async ModelGateway.chatCompletionInternal (index.js:18801:14)
    at async ModelGateway.callWithRetry (index.js:18779:16)
    at async AgentToolExecutor.analyzeImage (index.js:31227:28)
    at async AgentEngine.runNative (index.js:31921:20)
    at async Object.start (index.js:33348:26)",cloudflare-workers,2026-04-05T07:48:25.815Z,false,https://ossapi.wort.uk/api/ai-chat/chat,POST,/api/ai-chat/chat,ok,ossshelf-api,fetch,stateless,4dbe32d8-4bb3-47be-8db0-8600074fa2b7,9e76f2a87cecd4b2,01KNE9TVGVBYCBWME69AY3TVKT,9e76f2a87cecd4b2,POST /api/ai-chat/chat,ossshelf-api,error,"Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}
    at OpenAiCompatibleAdapter.chatCompletion (index.js:17974:15)
    at async ModelGateway.chatCompletionInternal (index.js:18801:14)
    at async ModelGateway.callWithRetry (index.js:18779:16)
    at async AgentToolExecutor.analyzeImage (index.js:31227:28)
    at async AgentEngine.runNative (index.js:31921:20)
    at async Object.start (index.js:33348:26)","Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}
    at OpenAiCompatibleAdapter.chatCompletion (index.js:17974:15)
    at async ModelGateway.chatCompletionInternal (index.js:18801:14)
    at async ModelGateway.callWithRetry (index.js:18779:16)
    at async AgentToolExecutor.analyzeImage (index.js:31227:28)
    at async AgentEngine.runNative (index.js:31921:20)
    at async Object.start (index.js:33348:26)",2f24288827c6b14fac807324df3a4ac2,cf-worker,4cad088be4bea5e3ebc0db785eb78eb9,fetch,"Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}
    at <DOMAIN> (<DOMAIN>:17974:15)
    at async <DOMAIN> (<DOMAIN>:18801:14)
    at async <DOMAIN> (<DOMAIN>:18779:16)
    at async <DOMAIN> (<DOMAIN>:31227:28)
    at async <DOMAIN> (<DOMAIN>:31921:20)
    at async <DOMAIN> (<DOMAIN>:33348:26)",undefined,undefined,undefined
error,"[2026-04-05T07:48:25.815Z] [ERROR] [AgentTool] Vision model failed {""fileId"":""bf7b4a5e-5872-4edb-a150-a9a1330c58a9""} Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}",cloudflare-workers,2026-04-05T07:48:25.815Z,false,https://ossapi.wort.uk/api/ai-chat/chat,POST,/api/ai-chat/chat,ok,ossshelf-api,fetch,stateless,4dbe32d8-4bb3-47be-8db0-8600074fa2b7,9e76f2a87cecd4b2,01KNE9TVGVBYCBWME69AY3TVKS,9e76f2a87cecd4b2,POST /api/ai-chat/chat,ossshelf-api,error,"[2026-04-05T07:48:25.815Z] [ERROR] [AgentTool] Vision model failed {""fileId"":""bf7b4a5e-5872-4edb-a150-a9a1330c58a9""} Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}","[2026-04-05T07:48:25.815Z] [ERROR] [AgentTool] Vision model failed {""fileId"":""bf7b4a5e-5872-4edb-a150-a9a1330c58a9""} Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}",2f24288827c6b14fac807324df3a4ac2,cf-worker,3d0600a55a33dc0d7a0e77ef60267a36,fetch,"[<DATETIME>] [ERROR] [<*>] <*> <*> <*> {""<*>"":""<UUID>""} Error: OpenAI API error: 400 - {""error"":{""code"":""1210"",""message"":""API 调用参数有误，请检查文档。""}}",undefined,undefined,undefined
